player_name,first_name,last_name,football_name,player_team,nflreadpy_id,espn_id,headshot,position,status,jersey_number,birth_date,college_name
Tom Erlandson Jr.,Thomas,Erlandson,,BUF,ERL276861,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yxyzu6s9nkqvq9tggoif",LB,ACT,0,1966-06-19,Washington
Tom Graham,Thomas,Graham,,BUF,GRA257742,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ug6d8n1rehj7x6dtu8fw",MLB,ACT,0,1950-04-15,Oregon
Tom Higgins,Thomas,Higgins,,BUF,HIG443351,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dz3syazmx1ubwfailbfy",LB,ACT,0,1954-07-13,N.C. State
Tom Lynch,Thomas,Lynch,,BUF,LYN664464,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rt2ovg4taa8dgpdirdqx",G,ACT,0,1955-05-24,Boston College
Tommy Akingbesote,Tommy,Akingbesote,Tommy,BUF,00-0040022,4683450,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bgyqqzyyprqdpjhhufqf",DL,ACT,,2003-02-25,Maryland
Tommy Doyle,Tommy,Doyle,Tommy,BUF,00-0036560,4038986,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zwk8avcsoxcutb8gwt9j",OT,PUP,72,1998-05-06,Miami (Ohio)
Tony Brown,Anthony,Brown,,BUF,BRO262752,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bi5pbbwtafw2uxemkdvo",OT,ACT,0,1964-07-11,Pittsburgh
Tony Driver,Tony,Driver,,BUF,00-0020336,2727,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dxndxw45b8lwwx5timbk",DB,ACT,25,1977-08-04,Notre Dame
Tony Greene,Anthony,Greene,,BUF,GRE410478,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vpefghlrwmhspfpdqd21",FS,ACT,0,1949-08-29,Maryland
Tony Steward,Tony,Steward,Tony,BUF,00-0032189,2576504,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/uz1utvkhl0hnpciki0x5",LB,RES,50,1992-09-19,Clemson
Torell Troup,Torell,Troup,,BUF,00-0027655,13301,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pvbyzuzoeanvp8akrsmy",DT,RES,96,1988-06-23,UCF
Tory Woodbury,Tory,Woodbury,,BUF,00-0020126,3445,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/titxqkw2ixrlodjcqivm",QB,RSN,2,1978-07-12,Winston Salem State University
Trae Williams,Trae,Williams,,BUF,00-0026299,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tezaivpv8yu5dnzm6fxw",CB,DEV,0,1985-01-30,University of South Florida
Travis Clayton,Travis,Clayton,Travis,BUF,00-0039930,5209587,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tdbgv3ewtd2oml9qomdf",OT,ACT,67,2001-02-17,
Tre Norwood,Tre,Norwood,Tre,BUF,00-0036846,4241396,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lwvtn8weuxsdabsm5hlf",CB,CUT,,1999-04-19,Oklahoma
Tre'Davious White,Tre'Davious,White,Tre'Davious,BUF,00-0033884,3042717,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uxwbh1qimnyieywlu6ic",CB,UFA,27,1995-01-16,LSU
Trent Murphy,Trenton,Murphy,Trent,BUF,00-0031300,16751,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qrxsmnfvu5rkbmehbwjg",DE,ACT,93,1990-12-22,Stanford
Trent Sherfield,Trent,Sherfield,Trent,BUF,00-0034487,3122168,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/euvbflse91irfzlk7yiq",WR,ACT,,1996-02-26,Vanderbilt
Trey Adams,Trey,Adams,Trey,BUF,00-0036185,3886808,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fudtlvkuhq5trdy7sehq",OT,DEV,72,1997-03-04,Washington
Trumaine Johnson,Trumaine,Johnson,,BUF,JOH709122,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/o2twkcsxehbplwaq6d0y",WR,ACT,0,1960-11-16,Grambling State
Ty Johnson,Ty,Johnson,Ty,BUF,00-0035537,3915411,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hmnzcfm56ojey6myomjg",RB,ACT,26,1997-09-17,Maryland
Ty Powell,Ty,Powell,,BUF,00-0030118,16036,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lleg5ftrg5twy3o6rzsm",LB,RES,57,1988-04-27,Harding University; De Anza College
Tylan Grable,Tylan,Grable,Tylan,BUF,00-0039882,4368828,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hudj8gmxaieg16wrhxj5",OT,ACT,68,1999-10-04,UCF; Jacksonville State
Tyler Bass,Tyler,Bass,Tyler,BUF,00-0036162,3917232,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zqfia1sgrigi3son5fkw",K,ACT,2,1997-02-14,Georgia Southern
Tyreek Maddox-Williams,Tyreek,Maddox-Williams,Tyreek,BUF,00-0037469,4038724,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ykq7pksgncim43ktn8vx",LB,DEV,,1997-10-28,Rutgers
Tyrell Shavers,Tyrell,Shavers,Tyrell,BUF,00-0038679,4241476,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mfazuecipz3csodtztwc",WR,ACT,14,1999-08-18,San Diego State; Mississippi State; Alabama
Tyrone Robertson,Julius,Robertson,,BUF,00-0020316,2787,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sijqz97lcld3q4k2qeln",DT,SUS,92,1979-08-15,Georgia; Hinds CC
Tyson Chandler,Tyson,Chandler,,BUF,00-0031634,2512608,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/p1puabrvgbzxiyt7lxlr",OT,RES,79,1991-02-02,N.C. State
Ulysses Norris,Ulysses,Norris,,BUF,NOR541680,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jyn0agpdtkuewzs79wfd",TE,ACT,0,1957-01-15,Georgia
Van Green,Van,Green,,BUF,GRE372294,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xcgpjb3jjv9gngixqnwz",DB,ACT,0,1951-04-21,Shaw University
Veno Belk,Veno,Belk,,BUF,BEL146565,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fdm2vsxbknbgwr8owery",TE,ACT,0,1963-03-07,Michigan State
Vic Washington,Victor,Washington,,BUF,WAS787989,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q69ypyoigbk6ahcintyw",RB,ACT,0,1946-03-23,Wyoming
Victor Salako,Olakunle,Salako,Victor,BUF,00-0033816,2977954,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dsm8ds95v924ucoacknb",OT,CUT,62,1993-11-04,Oklahoma State
Vince Hall,Vincent,Hall,,BUF,00-0026137,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mftb6nidanbueoquw2pn",OLB,DEV,0,1984-12-03,Virginia Tech
Vince Marrow,Vincent,Marrow,,BUF,00-0010404,7732,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/i4w3rsvd46gf4ewhebkm",TE,ACT,0,1968-08-17,Toledo; Youngstown State
Vladimir Ducasse,Vladimir,Ducasse,Vladimir,BUF,00-0027667,13273,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nkffr4bti6sb24hnbnr3",G,ACT,62,1987-10-15,UMass Amherst
Vontae Davis,Vontae,Davis,Vontae,BUF,00-0027001,12424,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/t0d66dvypk5mlma4ommp",CB,NWT,22,1988-05-27,Illinois
Vosean Joseph,Vosean,Joseph,Vosean,BUF,00-0035271,4034945,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/maknlpuklwg6k0pqsles",LB,RES,50,1997-12-15,Florida
Walter Broughton,Walter,Broughton,,BUF,BRO211140,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/r6hasvsbcp2wl7xraflr",WR,ACT,0,1962-10-20,Jacksonville State
Walter Stith,Walter,Stith,,BUF,00-0024051,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zztejyseks8ew3b1qsbm",OL,DEV,0,1983-01-02,North Carolina A&T
Wande Owens,Wande,Owens,Wande,BUF,00-0040364,4573684,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lwnaewgefyf9wj7cxaim",DB,ACT,30,2001-03-26,New Hampshire; Yale
Warren Loving,Warren,Loving,,BUF,LOV702801,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/py7s5hmxo4l4ggzujna9",RB,ACT,0,1960-11-12,William Penn
Wayne Mosley,Wayne,Mosley,,BUF,MOS504271,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/eic3rclbl53wdfqannxr",RB,ACT,0,1952-10-06,Alabama A&M
Wayne Simmons,Wayne,Simmons,,BUF,00-0014921,7468,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bescnsp3ssib0kbo5hkn",ILB,ACT,55,1969-12-15,Clemson
Will Cokeley,Will,Cokeley,,BUF,COK415291,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mzntrcgmgngfc6wg04px",ILB,ACT,0,1960-12-06,Kansas State; Coffeyville CC
Will Grant,Wilfred,Grant,,BUF,GRA515484,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yih3kckwcwbygy3ijvwg",C,ACT,0,1954-03-07,Kentucky; Idaho State
Willie Totten,Willie,Totten,,BUF,TOT622935,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mxckx1ehxcsnmuifl0k1",QB,ACT,0,1962-07-04,Mississippi Valley State University
Xavier Coleman,Xavier,Coleman,Xavier,BUF,00-0033453,3045642,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kjaoqz46ckvg4f1n2h93",CB,DEV,0,1995-01-13,Portland State
Yonel Jourdain,Yonel,Jourdain,,BUF,00-0008946,7687,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jdxgrmbponfj2hqbamrj",RB,ACT,0,1971-04-20,Southern Illinois
Zach Brown,Zacchaeus,Brown,,BUF,00-0029710,15722,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vmm6p0z5thl2wfdfurcn",RB,DEV,0,1989-02-06,Pittsburgh
Zebrie Sanders,Zebrie,Sanders,,BUF,00-0029286,15077,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rd881zg1ceum3w4gltuv",OT,RES,66,1989-12-04,Florida State
Zion Logue,Zion,Logue,Zion,BUF,00-0039400,4427826,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hjvgh6qokifb6ebk8y96",DT,ACT,93,2001-07-13,Georgia
A.J. Bouye,Arlandus,Bouye,A.J.,CAR,00-0030228,16562,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cpgi2hbhnmvs1oczkzas",CB,RES,24,1991-08-16,UCF
AJ Dillon,Algiers,Dillon,A.J.,CAR,00-0036265,4239934,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nknt5pckn5mzq9ll660i",RB,ACT,,1998-05-02,Boston College
AJ Parker,Arlando,Parker,A.J.,CAR,00-0036752,4046592,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tsgua6lcqdb7nobidicc",CB,DEV,,1998-02-15,Kansas State
Aaron Parker,Aaron,Parker,Aaron,CAR,00-0036034,4032749,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lpinw5giijn5y4lailxz",WR,DEV,0,1998-05-21,Rhode Island
Abdul Hodge,Abdul,Hodge,,CAR,00-0024282,9653,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fu8cokoswhrenrecxzl2",LB,ACT,56,1982-09-09,Iowa
Adam O'Connor,Adam,O'Connor,,CAR,00-0023864,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q4bfomhnlrexhzzzntud",G,CUT,60,1983-01-27,William & Mary
Adarius Taylor,Adarius,Taylor,Adarius,CAR,00-0031120,17401,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cbjab8j471e54aasbppk",ILB,ACT,57,1990-09-21,Florida Atlantic; Eastern Arizona
Adi Kunalic,Adi,Kunalic,,CAR,00-0028743,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gkzzynvowri84xegazch",K,ACT,5,1989-04-01,Nebraska
Ainias Smith,Ainias,Smith,Ainias,CAR,00-0039747,4428532,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/iaetfkaakeblxepssyj9",WR,ACT,,2001-05-31,Texas A&M
Akayleb Evans,Akayleb,Evans,Akayleb,CAR,00-0038101,4244607,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/anmntl6frvbrhct3tzn1",CB,ACT,,1999-06-22,Missouri
Al Lucas,Albert,Lucas,,CAR,00-0019136,2492,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/blmjb2zjmlgr8v1it3nz",NT,ACT,71,1978-09-01,Troy
Alan Haller,Alan,Haller,,CAR,00-0006689,7328,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/uvlty4nciwtf7wvbobhj",CB,CUT,0,1970-08-09,Michigan State
Alex Kessman,Alex,Kessman,Alex,CAR,00-0036714,4046164,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gozrwnadfnwocar3x9od",K,CUT,0,1998-01-02,Pittsburgh
Amara Darboh,Amara,Darboh,Amara,CAR,00-0033937,2977629,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/anlwpt2bk3gozmtk90qx",WR,DEV,0,1994-02-01,Michigan
Amare Barno,Amare,Barno,Amare,CAR,00-0037043,4568439,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nsjj3aui2wuogyxgtvlm",LB,RES,38,1999-04-26,Virginia Tech
Amini Silatolu,Aminiasi,Silatolu,Amini,CAR,00-0029254,14981,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vuh21ji6pbfkhmkgrrrz",OT,RES,65,1988-09-16,Midwestern State; San Joaquin Delta College
Anderson Russell,Anderson,Russell,,CAR,00-0027213,13721,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qonsfdgpxtq1lalljqit",DB,ACT,40,1987-05-30,Ohio State
Andre Roberts,Andre,Roberts,Andre,CAR,00-0027691,13226,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hjoyjewh7knoafxt4k93",WR,ACT,18,1988-01-09,The Citadel
Andrew Gachkar,Andrew,Gachkar,Andrew,CAR,00-0028172,14141,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/leg9hx848pbhdo3p9jge",LB,ACT,57,1988-11-04,Missouri
Andrew Peterson,Andrew,Peterson,,CAR,00-0012858,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wr2xhpne7q2qlwjimpkj",G,ACT,0,1972-06-11,Washington
Andrew Raym,Andrew,Raym,Andrew,CAR,00-0039502,4429030,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/drhhqmpse3kadfmy36lj",C,DEV,,2001-05-02,Oklahoma
Anthony Bright,Anthony,Bright,,CAR,00-0020520,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ohogeuwgy0j0svok6ymn",WR,CUT,81,1977-03-28,Valencia Community College
Anthony Brown,Anthony,Brown,Anthony,CAR,00-0033047,2977756,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/b0di12hyti7dtrbs9stm",CB,CUT,35,1993-12-15,Purdue
Anthony Tyus III,Anthony,Tyus,Anthony,CAR,00-0040394,4709392,,RB,ACT,,2003-03-20,Ohio
Antonio Dingle,Antonio,Dingle,,CAR,00-0004321,1967,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pmd4bckvl8cegjrichrw",DT,ACT,74,1976-10-07,Virginia
Antonio Edwards,Antonio,Edwards,,CAR,00-0004746,475,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dsbl99gvi8jgposiic0y",DE,ACT,96,1970-03-10,Valdosta State
Antwan Applewhite,Antwan,Applewhite,,CAR,00-0024734,10862,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vgagweam5vtqsoggfcrq",DE,RES,93,1985-12-31,San Diego State
Antwione Williams,Leander,Williams,Antwione,CAR,00-0032425,2567868,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dgse077weja4a0rpeuer",LB,DEV,0,1993-05-26,Georgia Southern
Antwon Burton,Antwon,Burton,,CAR,00-0023781,9894,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zfku6vpcmohx0pwdwnuw",DT,CUT,78,1983-07-11,Temple; Erie CC
Armond Smith,Armond,Smith,,CAR,00-0028706,14761,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/demc89lt5im7o9jaaxxm",RB,CUT,0,1986-05-07,Union College (KY); Hutchinson CC; Shorter College
Austin Duke,Austin,Duke,Austin,CAR,00-0033409,3050138,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tfbsl5wru1z6gnmntlee",WR,DEV,0,1993-08-03,Charlotte
Austin Larkin,Austin,Larkin,Austin,CAR,00-0034559,4035726,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vr4ytrbzhw4x13xe5itt",DE,CUT,96,1995-04-06,Purdue
Ayinde Eley,Ayinde,Eley,Ayinde,CAR,00-0038990,4241933,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/c1ylhriknyhwnwmlaeuj",LB,DEV,,1998-10-22,Georgia Tech; Maryland
Badara Traore,Badara,Traore,Badara,CAR,00-0036210,4362648,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/iohh2k0luvryzgmdljln",OT,DEV,,1997-03-12,LSU
Bam Martin-Scott,Tavareon,Martin-Scott,Bam,CAR,00-0040289,4880613,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fvfw5drjy4cxaotvve69",LB,ACT,57,2000-07-04,South Carolina; Dodge City CC
Ben Hartsock,Benjamin,Hartsock,,CAR,00-0022847,5593,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mir6rekoh364h3lx8crk",TE,ACT,84,1980-07-05,Ohio State
Ben Jacobs,Benjamin,Jacobs,Ben,CAR,00-0028698,14739,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wozis8va9ewn72flodjq",LB,ACT,53,1988-04-17,Fresno State
Bijhon Jackson,Bijhon,Jackson,Bijhon,CAR,00-0034552,3128698,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wqoio1dwxtex4rtu9koa",DT,NWT,95,1995-11-06,Arkansas
Bill Ferrario,William,Ferrario,,CAR,00-0020353,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/iri1ffiapusedygjjyhl",G,ACT,64,1978-09-22,Wisconsin
Billy Parker,William,Parker,,CAR,00-0023692,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bz8jjujz3jhmbkmgvm5v",DB,CUT,27,1981-05-17,William & Mary
Blair Thomas,Blair,Thomas,,CAR,00-0016223,6663,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/srltcukdwty3b1j12ydx",RB,ACT,0,1967-10-07,Penn State
Blake Haubeil,Blake,Haubeil,Blake,CAR,00-0036693,4242006,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wx1eklliyrvdpvdjrohh",K,CUT,0,1999-04-05,Ohio State
Bobby Brown III,Bobby,Brown,Bobby,CAR,00-0036903,4372518,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/f3fspidlfqws3asws3gw",DT,ACT,97,2000-08-07,Texas A&M
Bobo Wilson,Jesus,Wilson,Bobo,CAR,00-0033434,3045380,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dxmqeel8jwf3yokvtg9a",WR,DEV,0,1995-01-25,Florida State
Brad Hoover,Bradley,Hoover,,CAR,00-0019100,2456,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nkihbcljztyofowib4cy",FB,ACT,45,1976-11-11,Western Carolina
Brad Jackson,Bradley,Jackson,,CAR,00-0008097,1632,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nwzdcdoqko9upehxh1cp",LB,ACT,50,1975-01-11,Cincinnati
Brady Christensen,Brady,Christensen,Brady,CAR,00-0036968,4256062,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pbj2pkbe5cwtomutayd1",OT,UFA,70,1996-09-27,BYU
Brandon Bennett,Brandon,Bennett,,CAR,00-0001098,1165,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/whclaaky7vs2albge9yz",RB,ACT,36,1973-02-03,South Carolina
Brandon Chubb,Brandon,Chubb,Brandon,CAR,00-0032670,2577919,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wcj4sl1wsmzhr5jkooz2",LB,DEV,0,1993-10-21,Wake Forest
Brandon Greene,Brandon,Greene,Brandon,CAR,00-0034026,2979845,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fvsfh52hqjs7e6wno3cv",OT,RES,75,1994-03-01,Alabama
Brandon Hayes,William,Hayes,,CAR,HAY480600,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/p2rv50t8cpnei7eekw0m",G,ACT,67,1973-03-11,"Central State University, Oh"
Brandon Hogan,Brandon,Hogan,,CAR,00-0028036,14137,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gxnotpbcjjj1wpqkh14f",CB,CUT,21,1988-04-01,West Virginia
Brandon Jamison,Brandon,Jamison,,CAR,00-0024185,10346,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/coiicwhmspu5dkgzpg1y",LB,ACT,57,1981-07-31,West Georgia
Brandon Walton,Brandon,Walton,Brandon,CAR,00-0036123,4040778,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lc7g4r7lftzp99vwtvqv",OT,DEV,73,1998-03-18,Florida Atlantic
Braxton Miller,Braxton,Miller,Braxton,CAR,00-0033069,2570987,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ya38kjppomtdyqbq5cyg",WR,CUT,0,1992-11-30,Ohio State
Brendan Mahon,Robert,Mahon,Brendan,CAR,00-0034582,3057991,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/quh3kl6xf7eby4zjuosq",G,RES,63,1995-01-17,Penn State
Brenton Bersin,Brenton,Bersin,Brenton,CAR,00-0029394,15547,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gjkirn3lffpdr7gn8ars",WR,ACT,11,1990-05-09,Wofford
Brentson Buckner,Brentson,Buckner,,CAR,00-0002186,576,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hhizj9br8f9pxfpph61d",DT,ACT,99,1971-09-30,Clemson
Brett Faryniarz,Brett,Faryniarz,,CAR,00-0005088,7052,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dvao2z9fqrh4ng9kjwki",LB,ACT,0,1965-07-23,San Diego State
Brian Allen,Brian,Allen,,CAR,00-0020295,2631,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ew55dwm7bnptbgpiyizp",OLB,ACT,52,1978-04-01,Florida State
Brian King,Brian,King,,CAR,00-0022370,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/uedr49xq6maoxjzkpglc",DB,CUT,35,1980-10-08,West Virginia
Brian St. Pierre,Brian,St. Pierre,,CAR,00-0022101,4621,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zusihxxqq20yclhzcijf",QB,ACT,6,1979-11-28,Boston College
Brian Wiggins,Brian,Wiggins,,CAR,00-0017643,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nxsc2ud5prrxxtdroiji",WR,ACT,0,1968-06-14,Texas Southern
Bruce Campbell,Bruce,Campbell,,CAR,00-0027707,13330,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ucozrxatpswuwsmsh7kq",OT,RES,73,1988-05-25,Maryland
Bruce Gaston,Bruce,Gaston,Bruce,CAR,00-0030892,17155,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yah2mx1id6l7wf4xtq26",NT,CUT,0,1991-11-29,Purdue
Bruce Nelson,Bruce,Nelson,,CAR,00-0022125,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ujwubcjikqzvv5gkkgnl",C,PUP,72,1979-05-12,Iowa
Bryan Stoltenberg,Bryan,Stoltenberg,,CAR,00-0015755,1150,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/isozfasaiywst04qlz1p",C,RES,67,1972-08-25,Colorado
Bryce Pierre,Bryce,Pierre,Bryce,CAR,00-0040292,5082648,,TE,ACT,45,2001-01-25,UCLA; Arizona State
Bryce Young,Bryce,Young,Bryce,CAR,00-0039150,4685720,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qy1lfhlzhiacsyzzm1j7",QB,ACT,9,2001-07-25,Alabama
Brycen Tremayne,Brycen,Tremayne,Brycen,CAR,00-0038840,4360763,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mpjkirsgrx6qavqrdum6",WR,ACT,,1999-11-18,Stanford
Bubba McDowell,Leonard,McDowell,,CAR,00-0010819,6644,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bc8aha9vlrzag9q6fi2t",S,ACT,0,1966-11-04,Miami
Bucky Greeley,Paul,Greeley,,CAR,00-0006303,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nfurjjfug4ked3fuiznb",C,RES,60,1972-07-30,Penn State
Butler By'Not'e,Butler,By'Not'e,,CAR,00-0002449,7637,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hgvtqnoid8d883it245n",DB,ACT,0,1972-09-29,Ohio State
Caleb Farley,Caleb,Farley,Caleb,CAR,00-0036615,4240859,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tf3zbqnwrdquu2gnswzg",CB,ACT,31,1998-11-02,Virginia Tech
Cam Gill,Cameron,Gill,Cam,CAR,00-0036045,4034496,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wxadtc7jcfyso4qdbeni",LB,ACT,45,1997-12-14,Wagner
Cam Jackson,Cam'Ron,Jackson,Cam,CAR,00-0040174,4687513,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xxxuppsldwpxstrwfo9u",DT,ACT,55,2002-08-07,Florida; Memphis
Cam Johnson,Cam,Johnson,Cam,CAR,00-0039525,4362794,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ouhws4p8rsdfafopohy7",WR,CUT,,1999-04-12,Northwestern; Arizona State; Vanderbilt
Cam Newton,Cameron,Newton,,CAR,00-0023382,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sdogrcy9dsoixrixl7ps",DB,ACT,29,1982-05-19,Furman
Cam Newton,Cameron,Newton,Cam,CAR,00-0027939,13994,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zwmgw2gmnn2kch4nquft",QB,ACT,1,1989-05-11,Auburn; Blinn College; Florida
Cam Sims,Cameron,Sims,Cam,CAR,00-0034104,3115314,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rskkpergva4snsvgathy",WR,DEV,,1996-01-06,Alabama
Cameron Artis-Payne,Cameron,Artis-Payne,Cameron,CAR,00-0031599,3043097,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vaeghufm3dkzmsjhb8hg",RB,ACT,34,1990-06-23,Auburn; Allan Hancock College
Captain Munnerlyn,Captain,Munnerlyn,Captain,CAR,00-0026944,12703,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/txrio1lyaloqkwm78bxt",DB,ACT,41,1988-04-10,South Carolina
Carlton Bailey,Carlton,Bailey,,CAR,00-0000584,7014,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nifwnzdvibdhvsf8swlc",LB,ACT,54,1964-12-15,North Carolina
